Datetime,Open,High,Low,Close,Volume
2026-03-02 09:15:00+05:30,24659.25,24948.45,24645.1,24892.95,0
2026-03-02 09:20:00+05:30,24891.3,24958.8,24878.8,24896.5,0
2026-03-02 09:25:00+05:30,24896.7,24920.15,24857.1,24889.4,0
2026-03-02 09:30:00+05:30,24889.75,24975.45,24885.45,24974.55,0
2026-03-02 09:35:00+05:30,24975.7,24977.6,24923.8,24949.8,0
2026-03-02 09:40:00+05:30,24948.55,24977.1,24936.25,24963.65,0
2026-03-02 09:45:00+05:30,24964.3,24989.35,24948.6,24953.2,0
2026-03-02 09:50:00+05:30,24949.4,24951.1,24883.2,24884.15,0
2026-03-02 09:55:00+05:30,24886.7,24946.1,24886.1,24945.1,0
2026-03-02 10:00:00+05:30,24946.2,24952.5,24894.65,24898.25,0
2026-03-02 10:05:00+05:30,24898.95,24909.6,24874.15,24884.65,0
2026-03-02 10:10:00+05:30,24885.25,24894.0,24865.7,24884.85,0
2026-03-02 10:15:00+05:30,24885.35,24887.85,24853.7,24876.4,0
2026-03-02 10:20:00+05:30,24876.55,24876.75,24856.85,24864.6,0
2026-03-02 10:25:00+05:30,24863.6,24873.5,24856.4,24859.6,0
2026-03-02 10:30:00+05:30,24860.95,24885.25,24853.3,24872.7,0
2026-03-02 10:35:00+05:30,24874.05,24878.6,24843.7,24855.25,0
2026-03-02 10:40:00+05:30,24855.45,24857.8,24812.25,24813.7,0
2026-03-02 10:45:00+05:30,24814.8,24837.95,24814.0,24818.8,0
2026-03-02 10:50:00+05:30,24818.4,24834.05,24818.3,24828.85,0
2026-03-02 10:55:00+05:30,24828.6,24859.2,24826.65,24855.15,0
2026-03-02 11:00:00+05:30,24856.3,24868.7,24849.35,24854.05,0
2026-03-02 11:05:00+05:30,24853.75,24865.4,24842.55,24858.2,0
2026-03-02 11:10:00+05:30,24859.3,24860.35,24839.35,24843.2,0
2026-03-02 11:15:00+05:30,24844.8,24849.2,24831.55,24831.55,0
2026-03-02 11:20:00+05:30,24830.0,24834.95,24819.85,24825.15,0
2026-03-02 11:25:00+05:30,24825.35,24829.25,24797.55,24803.0,0
2026-03-02 11:30:00+05:30,24802.8,24813.8,24797.45,24808.05,0
2026-03-02 11:35:00+05:30,24807.65,24825.45,24806.25,24822.95,0
2026-03-02 11:40:00+05:30,24822.1,24824.5,24807.7,24821.6,0
2026-03-02 11:45:00+05:30,24822.2,24842.8,24813.65,24815.3,0
2026-03-02 11:50:00+05:30,24815.9,24821.85,24793.65,24804.2,0
2026-03-02 11:55:00+05:30,24804.25,24806.25,24782.7,24784.0,0
2026-03-02 12:00:00+05:30,24784.15,24784.6,24764.4,24773.7,0
2026-03-02 12:05:00+05:30,24775.1,24779.0,24761.6,24770.75,0
2026-03-02 12:10:00+05:30,24768.7,24781.2,24743.25,24744.55,0
2026-03-02 12:15:00+05:30,24743.5,24756.0,24721.7,24726.5,0
2026-03-02 12:20:00+05:30,24725.3,24736.3,24718.55,24728.55,0
2026-03-02 12:25:00+05:30,24728.45,24737.25,24721.45,24733.7,0
2026-03-02 12:30:00+05:30,24733.8,24741.25,24724.85,24734.9,0
2026-03-02 12:35:00+05:30,24734.15,24736.8,24691.5,24695.75,0
2026-03-02 12:40:00+05:30,24695.65,24712.8,24684.9,24687.9,0
2026-03-02 12:45:00+05:30,24687.5,24707.15,24679.1,24688.6,0
2026-03-02 12:50:00+05:30,24687.6,24711.8,24685.25,24698.1,0
2026-03-02 12:55:00+05:30,24697.8,24705.4,24687.8,24697.05,0
2026-03-02 13:00:00+05:30,24698.95,24706.65,24686.85,24697.7,0
2026-03-02 13:05:00+05:30,24699.3,24702.45,24692.25,24692.9,0
2026-03-02 13:10:00+05:30,24692.9,24699.45,24689.15,24695.5,0
